nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,pressure-coefficient,dynamic-pressure,absolute-pressure,  total-pressure,rel-total-pressure,         density,     density-all,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity,  axial-velocity, radial-velocity,tangential-velocity,rel-velocity-magnitude,relative-x-velocity,relative-y-velocity,relative-z-velocity,rel-axial-velocity,rel-radial-velocity,rel-tangential-velocity, mesh-x-velocity, mesh-y-velocity, mesh-z-velocity,  velocity-angle,relative-velocity-angle,   vorticity-mag,        helicity,     x-vorticity,     y-vorticity,     z-vorticity,cell-reynolds-number,cell-convective-courant-number,     q-criterion, raw-q-criterion,lambda2-criterion,turb-kinetic-energy,  turb-intensity,  turb-diss-rate,specific-diss-rate, production-of-k,  viscosity-turb,   viscosity-eff, viscosity-ratio,          y-star,          y-plus,turb-reynolds-number-rey,   viscosity-lam,      wall-shear,    x-wall-shear,    y-wall-shear,    z-wall-shear,skin-friction-coef,cell-partition-active,cell-partition-stored,         cell-id,cell-element-type,       cell-type,       cell-zone,partition-neighbors,     cell-weight,    x-coordinate,    y-coordinate,    z-coordinate,axial-coordinate,angular-coordinate,abs-angular-coordinate,radial-coordinate,face-area-magnitude,     x-face-area,     y-face-area,     z-face-area,     cell-volume,orthogonal-quality,cell-equiangle-skew,cell-equivolume-skew, face-handedness,mark-poor-elements,interface-overlap-fraction,cell-wall-distance,    aspect-ratio,cell-refine-level,smoothed-cell-refine-level,cell-parent-index,anisotropic-adaption-cells,boundary-layer-cells,boundary-cell-dist,boundary-normal-dist,boundary-volume-dist,cell-volume-change,  mass-imbalance, strain-rate-mag,  dx-velocity-dx,  dy-velocity-dx,  dz-velocity-dx,  dx-velocity-dy,  dy-velocity-dy,  dz-velocity-dy,  dx-velocity-dz,  dy-velocity-dz,  dz-velocity-dz,           dp-dx,           dp-dy,           dp-dz,pressure-hessian-indicator
      4168,-4.365967587E-03, 1.502315700E-02, 1.706148498E-02,-2.247328320E+04,-3.669107813E+04, 6.121027734E+04, 7.885172656E+04, 3.873699219E+04, 3.873699219E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.128459454E+00, 3.128459454E+00, 1.263725078E+05,-4.578441563E+05,-1.217284531E+05,-3.223067188E+04, 2.123062744E+02, 2.188367004E+02, 4.954975128E+01, 9.298674560E+08, 9.298677120E+08,-3.286060800E+08, 4.407600403E+02, 1.713482475E+01, 1.202906600E+07, 6.046838750E+05, 3.129534000E+07, 1.421653549E-03, 1.439547399E-03, 7.944861603E+01, 2.672958069E+02, 3.152506714E+02, 4.636564636E+02, 1.789400267E-05, 2.493314362E+02,-7.730690002E+00, 3.972804642E+01,-2.459892273E+02, 4.070717163E+02, 0.000000000E+00, 0.000000000E+00, 8.043906250E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 2.000000000E+00, 1.000000000E+00,-4.365967587E-03, 1.502315700E-02, 1.706148498E-02, 1.706148498E-02, 2.828254104E-01, 2.828252912E-01, 1.564470865E-02, 1.223902700E-06, 3.305376026E-07,-1.160276383E-06,-1.975102464E-07, 5.227542843E-10, 8.240775466E-01, 2.561075389E-01, 1.759226024E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.230567672E-04, 4.316778183E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000323296E+00, 1.655228972E+00,-6.153959009E-10, 1.186919766E+05, 3.011583740E+03,-2.329552979E+03, 3.073847266E+04,-2.541859131E+03, 1.615555566E+04,-1.149458203E+05,-1.492195923E+03, 6.782638184E+03,-1.832141016E+04,-3.534663125E+05, 1.070906625E+06,-1.635948125E+05, 9.418978691E+00
      4169,-1.588236913E-02, 1.308309584E-04, 1.707199030E-02,-1.903163672E+04,-3.107206055E+04, 7.712110156E+04, 8.229335938E+04, 5.808945703E+04, 5.808945703E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.128846407E+00,-3.128846407E+00, 1.465315313E+05, 4.630115000E+05,-3.660228516E+04,-1.401969063E+05, 6.190418457E+03, 2.433286896E+02, 5.028852463E+01, 1.040927360E+09, 1.040927040E+09,-4.465792960E+08, 5.482466431E+02, 1.909139633E+01, 1.610876400E+07, 6.563125625E+05, 4.194286400E+07, 1.520700636E-03, 1.538594719E-03, 8.498381805E+01, 3.040354004E+02, 3.560574951E+02, 5.302809448E+02, 1.789400085E-05, 3.049811401E+02,-4.928355026E+01,-3.469683170E+00,-3.009216309E+02, 4.979283142E+02, 0.000000000E+00, 0.000000000E+00, 7.342408594E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 2.000000000E+00, 1.000000000E+00,-1.588236913E-02, 1.308309584E-04, 1.707199030E-02, 1.707199030E-02, 1.562559009E+00, 1.562559009E+00, 1.588290744E-02, 1.396849825E-06, 1.376725436E-06,-2.685193046E-08,-2.236839123E-07, 6.215738479E-10, 8.481426835E-01, 2.368637919E-01, 1.318974942E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.300742246E-04, 4.018544674E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000330091E+00, 1.260813594E+00,-4.095395134E-09, 1.392016094E+05, 1.705908203E+04, 1.698451050E+03, 1.337847500E+05,-4.491968262E+03, 1.533497192E+03,-3.626511328E+04,-6.412147461E+03, 3.371753845E+02,-1.818036719E+04,-1.063173500E+06, 3.242537188E+05,-6.321908125E+05, 1.446129036E+01
      4170,-1.529664174E-02, 4.005911760E-03, 1.712182164E-02,-1.991333789E+04,-3.251156836E+04, 9.228456250E+04, 8.141166406E+04, 7.237122656E+04, 7.237122656E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 5.292093754E-01,-5.292093754E-01, 1.455905938E+05,-1.398362375E+06,-3.997619531E+04,-1.394825156E+05, 4.675423340E+03, 2.441028900E+02, 6.297559738E+01, 7.516184960E+08, 7.516186880E+08,-4.676132160E+08, 4.928700867E+02, 1.811729622E+01, 1.672154400E+07, 7.515131875E+05, 5.998658000E+07, 1.341592520E-03, 1.359486603E-03, 7.497443390E+01, 2.458008423E+02, 3.116809082E+02, 4.207135315E+02, 1.789399903E-05, 3.314567261E+02,-5.312218475E+01, 1.278033733E+01,-3.268905334E+02, 5.411538086E+02, 0.000000000E+00, 0.000000000E+00, 9.417401563E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.000000000E+00, 1.000000000E+00,-1.529664174E-02, 4.005911760E-03, 1.712182164E-02, 1.712182164E-02, 1.314666510E+00, 1.314666390E+00, 1.581248082E-02, 8.911455893E-07, 8.452271913E-07,-2.386463223E-07,-1.474381861E-07, 3.302830509E-10, 7.412679791E-01, 3.000139296E-01, 2.579355836E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.770717547E-04, 4.583719730E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000277042E+00, 1.187213063E+00,-1.244810255E-09, 1.402079688E+05, 1.973114844E+04,-4.057259033E+03, 1.326977813E+05,-8.732682617E+03, 3.254341309E+03,-3.841344141E+04,-6.784735352E+03, 1.562753052E+03,-2.602224609E+04,-9.130883125E+05,-2.694490820E+04, 1.453141000E+06, 7.030908108E+00
      4171,-2.993146330E-02,-5.941872019E-03, 1.719415374E-02,-2.755097656E+03,-4.498119141E+03, 6.003874609E+04, 9.856991406E+04, 5.728364844E+04, 5.728364844E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.124640942E+00,-3.124640942E+00, 1.174038906E+05,-5.286620000E+05,-1.104415938E+05,-3.693541016E+04, 8.727585938E+03, 1.833737640E+02, 4.425188065E+01, 9.690462400E+07, 9.690462400E+07,-2.288285400E+07, 4.898281250E+02, 1.806911850E+01, 1.441826500E+07, 6.509166250E+05, 3.286772800E+07, 1.599800191E-03, 1.617694157E-03, 8.940427399E+01, 2.728920288E+02, 3.121412964E+02, 4.753677368E+02, 1.789400267E-05, 2.583531189E+02,-1.476331234E+01,-6.135670185E+00,-2.578549805E+02, 4.218009949E+02, 0.000000000E+00, 0.000000000E+00, 1.061774531E+05, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 2.000000000E+00, 1.000000000E+00,-2.993146330E-02,-5.941872019E-03, 1.719415374E-02, 1.719415374E-02, 1.766764522E+00, 1.766764522E+00, 3.051554225E-02, 1.107835828E-06, 4.229125068E-07,-1.023901973E-06, 1.656536991E-10, 4.670485110E-10, 7.947068214E-01, 3.018907905E-01, 2.052932531E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.143496288E-04, 4.180370808E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000314474E+00, 9.781839252E-01, 7.675783342E-10, 1.166458281E+05, 6.715803833E+02, 1.751777344E+03, 3.604145703E+04,-6.975808105E+03,-2.760267334E+02,-1.101951250E+05,-8.939521484E+02, 2.464711456E+02, 4.231690918E+03,-4.096465625E+05, 3.455972188E+05,-6.640535938E+04, 3.121456623E+00
      4172,-1.079734787E-02, 1.136667468E-02, 1.721791364E-02,-2.036276953E+04,-3.324533984E+04, 8.358797656E+04, 8.096221875E+04, 6.322519922E+04, 6.322519922E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.122524738E+00, 3.122524738E+00, 1.479652656E+05, 6.454091250E+05,-1.067435547E+05,-1.011400625E+05,-4.388553223E+03, 2.849304504E+02, 5.993682480E+01, 9.782211200E+08, 9.782209920E+08,-3.884868160E+08, 4.451675110E+02, 1.720521355E+01, 1.295076200E+07, 6.420270625E+05, 4.593717200E+07, 1.202433254E-03, 1.220327220E-03, 6.719756317E+01, 2.590126648E+02, 3.283834229E+02, 4.445713501E+02, 1.789400267E-05, 2.969947510E+02,-2.966107750E+01, 3.937944794E+01,-2.928497314E+02, 4.848893738E+02, 0.000000000E+00, 0.000000000E+00, 1.340376875E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 2.000000000E+00, 1.000000000E+00,-1.079734787E-02, 1.136667468E-02, 1.721791364E-02, 1.721791364E-02, 7.597168088E-01, 7.597168088E-01, 1.567750052E-02, 1.059282454E-06, 7.145289374E-07,-7.609853583E-07,-1.737130191E-07, 4.402751219E-10, 8.323925138E-01, 2.501336932E-01, 1.654826105E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.087569785E-04, 4.169970036E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000308752E+00, 1.181256771E+00,-1.547200978E-10, 1.412645625E+05, 1.105681348E+04,-1.210811816E+04, 9.640840625E+04,-7.719564453E+03, 1.097414355E+04,-1.021032969E+05,-4.731653809E+03, 4.640249512E+03,-2.013800391E+04,-1.145823625E+06, 9.849558750E+05,-1.277060500E+06, 1.181731129E+01
      4173,-1.485687867E-02, 5.297604017E-03, 1.723206416E-02,-1.963240820E+04,-3.205291211E+04, 8.956201563E+04, 8.169258594E+04, 6.992960938E+04, 6.992960938E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.032977581E+00,-2.032977581E+00, 1.346022813E+05, 1.404553000E+06,-4.428421094E+04,-1.267143359E+05,-2.771281494E+03, 2.570260315E+02, 5.500175095E+01, 9.167752960E+08, 9.167752960E+08,-3.038757440E+08, 4.816947327E+02, 1.790399742E+01, 1.479524500E+07, 6.798710625E+05, 5.183149600E+07, 1.434815116E-03, 1.452709083E-03, 8.018415070E+01, 2.636000671E+02, 3.331122131E+02, 4.530172119E+02, 1.789399903E-05, 3.185928650E+02,-5.111359787E+01, 1.559636116E+01,-3.140245667E+02, 5.201516113E+02, 0.000000000E+00, 0.000000000E+00, 1.041471328E+05, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.000000000E+00, 1.000000000E+00,-1.485687867E-02, 5.297604017E-03, 1.723206416E-02, 1.723206416E-02, 1.228275299E+00, 1.228275418E+00, 1.577312499E-02, 1.257041959E-06, 1.157210704E-06,-4.392836104E-07,-2.127638652E-07, 5.109417889E-10, 7.917315960E-01, 2.787758112E-01, 2.065683156E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.022253513E-04, 4.320649147E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000302196E+00, 1.315137148E+00,-1.424203977E-09, 1.276257109E+05, 1.852733984E+04,-6.935002930E+03, 1.205433594E+05,-4.163720703E+03, 3.154902100E+03,-4.144152344E+04,-6.170971680E+03, 2.842686279E+03,-1.820008398E+04,-1.064023750E+06, 1.442463750E+06, 1.597523500E+06, 9.265835762E+00
      4174,-1.480872859E-03, 1.553362235E-02, 1.725171879E-02,-2.326896875E+04,-3.799015234E+04, 6.045266406E+04, 7.805603125E+04, 3.718369531E+04, 3.718369531E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.121112347E+00, 1.121112347E+00, 1.408288438E+05, 9.264178125E+05,-1.362087969E+05, 1.622942352E+02,-4.367934875E+02, 2.037078552E+02, 5.326865005E+01, 9.047924480E+08, 9.047927040E+08,-4.171015360E+08, 4.904501343E+02, 1.807769966E+01, 1.499345000E+07, 6.815549375E+05, 3.506084000E+07, 1.417826628E-03, 1.435720595E-03, 7.923474121E+01, 2.618562317E+02, 3.000760193E+02, 4.550068359E+02, 1.789400085E-05, 2.617043152E+02,-4.330452919E+00, 4.327055359E+01,-2.580463867E+02, 4.272723389E+02, 1.482508302E+00, 1.482508302E+00, 1.275251797E+05, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 2.494169235E+00, 1.000000000E+00,-1.480872859E-03, 1.553362235E-02, 1.725171879E-02, 1.725171879E-02, 9.504614025E-02, 9.504631907E-02, 1.560405083E-02, 1.035249625E-06, 9.145764324E-08,-1.015652856E-06,-1.723417569E-07, 4.151470001E-10, 7.202169299E-01, 2.963489890E-01, 2.697568536E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.998935233E-04, 4.431839466E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000299931E+00, 1.047472000E+00,-9.827662018E-10, 1.340628750E+05, 7.282562256E+02,-9.435590820E+02,-1.396736816E+03,-5.067655640E+02, 2.035425781E+04,-1.290616094E+05,-1.234443237E+03, 7.147184570E+03,-2.098759961E+04,-1.768173633E+04, 1.727497500E+06,-3.918291875E+05, 5.513235569E+00
      4175, 9.652760811E-03, 1.232327800E-02, 1.726632752E-02,-2.054887305E+04,-3.354918359E+04, 8.876387500E+04, 8.077612500E+04, 6.821500000E+04, 6.821500000E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.111713648E+00,-3.111713648E+00, 1.369848125E+05, 8.323369375E+05,-1.098411797E+05, 8.098471875E+04, 1.578844971E+03, 2.897244263E+02, 5.123441315E+01, 9.475793280E+08, 9.475794560E+08,-3.534082240E+08, 4.365719604E+02, 1.703309250E+01, 1.241568900E+07, 6.266086875E+05, 4.734656800E+07, 1.273101312E-03, 1.290995395E-03, 7.114682770E+01, 2.607066650E+02, 3.369862366E+02, 4.463893433E+02, 1.789399903E-05, 3.031137085E+02, 2.352798462E+01, 4.533824921E+01,-2.987106323E+02, 4.948795166E+02, 2.999999762E+00, 2.999999762E+00, 6.890135938E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 9.652760811E-03, 1.232327800E-02, 1.726632752E-02, 1.726632752E-02,-6.644715667E-01, 6.644715071E-01, 1.565372013E-02, 1.224185553E-06,-7.329223877E-07,-9.575915101E-07,-2.043089466E-07, 5.136657766E-10, 7.718201280E-01, 2.943860590E-01, 2.281798273E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.136221494E-04, 4.494372368E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000313640E+00, 1.230452180E+00,-3.112090363E-09, 1.300155781E+05, 8.660079102E+03, 8.245967773E+03,-7.654488281E+04, 6.667122559E+03, 1.487823340E+04,-1.050689531E+05, 4.439831055E+03, 4.772217285E+03,-1.830542773E+04, 1.325456500E+06, 3.667464375E+05, 3.493740938E+05, 9.338219643E+00
      4176, 1.488469541E-02, 5.182872526E-03, 1.731286757E-02,-1.858419141E+04,-3.034153711E+04, 8.603446094E+04, 8.274081250E+04, 6.745027344E+04, 6.745027344E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.248658895E+00, 2.248658895E+00, 1.339014063E+05,-4.501672188E+05,-4.858496094E+04, 1.244874922E+05, 2.422410736E+02, 2.937782898E+02, 5.723021698E+01, 9.697293440E+08, 9.697292800E+08,-4.335509440E+08, 4.234863281E+02, 1.677516937E+01, 1.136059400E+07, 5.970995625E+05, 4.347681200E+07, 1.303474652E-03, 1.321368502E-03, 7.284421539E+01, 2.661716614E+02, 3.430505066E+02, 4.563917542E+02, 1.789400085E-05, 2.929887085E+02, 4.669134903E+01, 1.525467682E+01,-2.887916565E+02, 4.783489380E+02, 3.000000000E+00, 3.000000000E+00, 1.394339844E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 1.488469541E-02, 5.182872526E-03, 1.731286757E-02, 1.731286757E-02,-1.235724688E+00, 1.235724688E+00, 1.576122828E-02, 1.297147605E-06,-1.200290967E-06,-4.345052105E-07,-2.192525983E-07, 5.624530286E-10, 7.750724554E-01, 3.071410954E-01, 2.231498063E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.238626814E-04, 4.610275745E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000324011E+00, 1.321281552E+00,-2.129590504E-09, 1.265405469E+05, 1.785779102E+04, 5.955732910E+03,-1.176240234E+05, 5.713492676E+03, 6.086212891E+03,-4.703392969E+04, 6.863457520E+03, 1.551030884E+03,-1.679061523E+04, 1.414457250E+06, 3.502228750E+05, 1.133387250E+06, 1.079757309E+01
      4177,-2.626429684E-02,-4.532719962E-03, 1.735737734E-02,-4.266275879E+03,-6.965349609E+03, 6.249182031E+04, 9.705872656E+04, 5.822554688E+04, 5.822554688E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.126800299E+00,-3.126800299E+00, 1.008690703E+05,-5.207705625E+05,-9.472801563E+04,-3.260209766E+04, 8.544973633E+03, 1.968494568E+02, 3.758563614E+01, 6.545846500E+06, 6.545907000E+06, 5.132892800E+07, 4.546730042E+02, 1.741187477E+01, 1.047529100E+07, 5.126142500E+05, 2.590489000E+07, 1.735626021E-03, 1.753520104E-03, 9.699486542E+01, 3.188945618E+02, 3.722960510E+02, 5.579415894E+02, 1.789400085E-05, 2.480991516E+02,-1.633900261E+01,-5.819674492E+00,-2.474895477E+02, 4.050598450E+02, 0.000000000E+00, 0.000000000E+00, 1.644286719E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 2.000000000E+00, 1.000000000E+00,-2.626429684E-02,-4.532719962E-03, 1.735737734E-02, 1.735737734E-02, 1.741693974E+00, 1.741693974E+00, 2.665255778E-02, 1.306329750E-06, 4.377944549E-07,-1.230738008E-06, 2.477230747E-11, 6.655166418E-10, 7.782992125E-01, 2.651939988E-01, 2.217008621E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.820314887E-04, 4.448422909E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000382066E+00, 1.027497172E+00, 7.052328943E-09, 1.008664063E+05, 2.683913269E+02, 8.686307373E+02, 3.150945313E+04,-7.676342773E+03,-7.809919434E+02,-9.482869531E+04,-1.092641724E+03,-1.006896439E+02, 2.878650391E+03,-6.947011250E+05, 1.149965547E+05,-7.718271094E+04, 4.811833858E+00
      4178, 2.626428567E-02,-4.532716237E-03, 1.735735871E-02,-2.991718506E+03,-4.884438477E+03, 6.105404688E+04, 9.833328125E+04, 5.806233203E+04, 5.806233203E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.127264738E+00, 3.127264738E+00, 1.065886797E+05,-1.490976719E+05,-9.703602344E+04, 4.188144141E+04,-6.748665527E+03, 2.052681580E+02, 3.718352890E+01,-6.471191200E+07,-6.471191200E+07, 2.911481400E+07, 4.555708008E+02, 1.741744041E+01, 1.108364400E+07, 5.399460625E+05, 2.704350800E+07, 1.645361190E-03, 1.663255040E-03, 9.195043945E+01, 3.033678589E+02, 3.527828064E+02, 5.298552856E+02, 1.789399903E-05, 2.474350128E+02, 1.579578018E+01,-5.611888885E+00,-2.468639679E+02, 4.039755249E+02, 3.000000000E+00, 3.000000000E+00, 7.362422656E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 2.626428567E-02,-4.532716237E-03, 1.735735871E-02, 1.735735871E-02,-1.741693854E+00, 1.741693854E+00, 2.665254660E-02, 1.306340323E-06,-4.377979224E-07,-1.230747898E-06, 2.470892414E-11, 6.318108259E-10, 7.535300851E-01, 2.770523429E-01, 2.464698851E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.627241531E-04, 4.395726681E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000362873E+00, 1.015660644E+00,-5.860573804E-09, 1.071579688E+05, 7.183937378E+02,-3.532425537E+02,-4.117232031E+04, 6.395422852E+03,-6.012498779E+02,-9.748000781E+04, 7.091220703E+02,-4.439786377E+02, 1.945514893E+03, 3.942023438E+05,-9.524149219E+04,-1.534825313E+05, 3.214893103E+00
