nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,pressure-coefficient,dynamic-pressure,absolute-pressure,  total-pressure,rel-total-pressure,         density,     density-all,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity,  axial-velocity, radial-velocity,tangential-velocity,rel-velocity-magnitude,relative-x-velocity,relative-y-velocity,relative-z-velocity,rel-axial-velocity,rel-radial-velocity,rel-tangential-velocity, mesh-x-velocity, mesh-y-velocity, mesh-z-velocity,  velocity-angle,relative-velocity-angle,   vorticity-mag,        helicity,     x-vorticity,     y-vorticity,     z-vorticity,cell-reynolds-number,cell-convective-courant-number,     q-criterion, raw-q-criterion,lambda2-criterion,turb-kinetic-energy,  turb-intensity,  turb-diss-rate,specific-diss-rate, production-of-k,  viscosity-turb,   viscosity-eff, viscosity-ratio,          y-star,          y-plus,turb-reynolds-number-rey,   viscosity-lam,      wall-shear,    x-wall-shear,    y-wall-shear,    z-wall-shear,skin-friction-coef,cell-partition-active,cell-partition-stored,         cell-id,cell-element-type,       cell-type,       cell-zone,partition-neighbors,     cell-weight,    x-coordinate,    y-coordinate,    z-coordinate,axial-coordinate,angular-coordinate,abs-angular-coordinate,radial-coordinate,face-area-magnitude,     x-face-area,     y-face-area,     z-face-area,     cell-volume,orthogonal-quality,cell-equiangle-skew,cell-equivolume-skew, face-handedness,mark-poor-elements,interface-overlap-fraction,cell-wall-distance,    aspect-ratio,cell-refine-level,smoothed-cell-refine-level,cell-parent-index,anisotropic-adaption-cells,boundary-layer-cells,boundary-cell-dist,boundary-normal-dist,boundary-volume-dist,cell-volume-change,  mass-imbalance, strain-rate-mag,  dx-velocity-dx,  dy-velocity-dx,  dz-velocity-dx,  dx-velocity-dy,  dy-velocity-dy,  dz-velocity-dy,  dx-velocity-dz,  dy-velocity-dz,  dz-velocity-dz,           dp-dx,           dp-dy,           dp-dz,pressure-hessian-indicator
      2536, 4.890107363E-02,-2.176513895E-02,-1.251551602E-02,-2.521907227E+03,-4.117399902E+03, 6.366266797E+04, 9.880310156E+04, 6.114075391E+04, 6.114075391E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.596499205E+00, 1.596499205E+00, 1.514906250E+05, 9.320278320E+03, 2.267491943E+03,-1.439497813E+05,-4.422294922E+04, 1.699125671E+02, 4.881286621E+01,-3.026579520E+08,-3.026579520E+08, 8.506140000E+07, 6.233809204E+02, 2.036969948E+01, 2.365468400E+07, 8.441300000E+05, 4.556220000E+07, 1.547023654E-03, 1.564917620E-03, 8.645487976E+01, 2.652684937E+02, 2.907409668E+02, 4.630441589E+02, 1.789399903E-05, 3.006566467E+02,-3.006236572E+02,-4.153127193E+00,-1.239253402E+00, 4.908680115E+02, 0.000000000E+00, 0.000000000E+00, 7.277027344E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 4.890107363E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.989555478E+00, 1.989555478E+00, 5.352603272E-02, 8.246134371E-07,-6.727950656E-21, 2.355284323E-07,-7.902349353E-07, 2.981880021E-10, 7.278797030E-01, 2.868309617E-01, 2.603894770E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.712071582E-04, 4.162762165E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000271320E+00, 9.991549850E-01,-8.048791633E-10, 1.534132031E+05, 2.746810059E+03,-5.150933228E+02,-8.439151001E+02, 4.370785547E+04, 2.174829102E+03,-4.415140381E+02,-1.447936875E+05,-2.709006104E+03, 1.034943481E+03,-6.808395000E+05,-3.915841563E+05,-2.373688594E+05, 3.126666546E+00
      2537, 5.027046800E-02,-2.176513895E-02,-1.251551602E-02,-2.592693848E+03,-4.232969727E+03, 6.449253125E+04, 9.873230469E+04, 6.189982813E+04, 6.189982813E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.602009058E+00, 1.602009058E+00, 1.606693906E+05,-2.394860107E+03, 2.984143066E+03,-1.515768281E+05,-4.940300391E+04, 1.814608459E+02, 4.911062241E+01,-3.237184960E+08,-3.237186560E+08, 1.650462720E+08, 6.174994507E+02, 2.028296089E+01, 2.357523400E+07, 8.487641250E+05, 4.653795200E+07, 1.442067791E-03, 1.459961873E-03, 8.058945465E+01, 2.622790833E+02, 2.891752014E+02, 4.575018616E+02, 1.789400085E-05, 3.019960022E+02,-3.019408569E+02,-5.203714371E+00,-1.563993096E+00, 4.930546570E+02, 0.000000000E+00, 0.000000000E+00, 8.309100000E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 3.000000238E+00, 1.000000000E+00, 5.027046800E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.979390383E+00, 1.979390383E+00, 5.477993563E-02, 8.246134939E-07,-5.871416239E-22, 2.355284323E-07,-7.902349353E-07, 2.959830714E-10, 7.975746989E-01, 2.233670503E-01, 1.796877533E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.692017297E-04, 3.856550694E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000269175E+00, 1.000968337E+00,-2.488783346E-10, 1.626468906E+05, 1.277687622E+03,-1.097917847E+03,-8.445760498E+02, 4.830508594E+04, 2.376560303E+03,-4.513649597E+02,-1.524214063E+05,-3.435508057E+03, 2.168262451E+03,-6.578340625E+05,-4.709427813E+05,-4.038733594E+04, 1.981945276E+00
      2538, 5.163986608E-02,-2.176513895E-02,-1.251551602E-02,-2.493309082E+03,-4.070708740E+03, 6.470784766E+04, 9.883168750E+04, 6.221453125E+04, 6.221453125E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.598665118E+00, 1.598665118E+00, 1.561076719E+05,-1.849973438E+04, 3.541318359E+03,-1.486948906E+05,-4.573542578E+04, 1.829859161E+02, 4.934230804E+01,-3.648573120E+08,-3.648575040E+08, 1.845784800E+08, 5.984395142E+02, 1.996706390E+01, 2.237614800E+07, 8.316938750E+05, 4.580165600E+07, 1.439958578E-03, 1.457852661E-03, 8.047158813E+01, 2.603266907E+02, 2.895277100E+02, 4.535803223E+02, 1.789400267E-05, 2.984596558E+02,-2.983814087E+02,-6.249046326E+00,-1.877161622E+00, 4.872810059E+02, 0.000000000E+00, 0.000000000E+00, 8.346418750E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 5.163986608E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.969681263E+00, 1.969681263E+00, 5.603924394E-02, 8.246134939E-07, 2.087600100E-21, 2.355284607E-07,-7.902349353E-07, 2.979881619E-10, 8.450195789E-01, 2.074495107E-01, 1.404417902E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.710254630E-04, 3.750113964E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000271082E+00, 1.019761682E+00,-6.810211284E-10, 1.584414688E+05, 2.046742310E+03,-4.239197998E+02,-8.865673828E+02, 4.531149609E+04, 1.343381836E+03, 5.949598999E+02,-1.495814688E+05,-2.946358643E+03, 1.090289429E+03,-7.260300000E+05,-1.285861035E+04,-1.155413047E+05, 3.097856283E+00
      2539, 5.300926045E-02,-2.176513895E-02,-1.251551602E-02,-2.319666748E+03,-3.787211182E+03, 6.509654688E+04, 9.900532813E+04, 6.277688281E+04, 6.277688281E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.599478602E+00, 1.599478602E+00, 1.543062031E+05,-9.059910938E+04, 3.890793701E+03,-1.453487344E+05,-5.020466797E+04, 1.884179688E+02, 4.957653809E+01,-3.508446080E+08,-3.508446080E+08, 1.119440800E+08, 5.768437500E+02, 1.960124207E+01, 2.121750600E+07, 8.176919375E+05, 4.556135200E+07, 1.409237040E-03, 1.427131006E-03, 7.875472260E+01, 2.567526855E+02, 2.885994263E+02, 4.466073303E+02, 1.789400085E-05, 2.950661011E+02,-2.949906311E+02,-6.323557854E+00,-1.891415358E+00, 4.817406006E+02, 0.000000000E+00, 0.000000000E+00, 1.322152500E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 5.300926045E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.960399628E+00, 1.960399628E+00, 5.730360001E-02, 8.246135508E-07,-2.542176640E-21, 2.355284465E-07,-7.902349353E-07, 2.989021253E-10, 8.407373428E-01, 2.098991722E-01, 1.444568187E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.718565229E-04, 3.759857893E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000271916E+00, 1.081791759E+00,-3.763351575E-10, 1.565512031E+05, 1.761112427E+03, 1.678404236E+02,-8.320561523E+02, 5.037250781E+04, 1.948668945E+03,-1.000417557E+02,-1.461807656E+05,-3.990835938E+03, 4.964779663E+02,-4.059990625E+05, 1.174453516E+04,-2.103436563E+05, 3.630949259E+00
      2540, 5.437865853E-02,-2.176513895E-02,-1.251551602E-02,-2.359566895E+03,-3.852354736E+03, 6.518438281E+04, 9.896543750E+04, 6.282481250E+04, 6.282481250E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.607575774E+00, 1.607575774E+00, 1.680404688E+05,-4.068127813E+05, 5.501225098E+03,-1.591546250E+05,-5.204585547E+04, 2.005983429E+02, 4.971043777E+01,-1.036739840E+08,-1.036739840E+08, 3.222894600E+07, 5.700664063E+02, 1.948769760E+01, 2.246140000E+07, 8.770556875E+05, 4.978593200E+07, 1.285998966E-03, 1.303893048E-03, 7.186760712E+01, 2.372750092E+02, 2.683611755E+02, 4.109637756E+02, 1.789400085E-05, 2.976328125E+02,-2.975439758E+02,-6.897234917E+00,-2.056360006E+00, 4.859311218E+02, 0.000000000E+00, 0.000000000E+00, 8.902767188E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 5.437865853E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.951519489E+00, 1.951519489E+00, 5.857268721E-02, 8.246135508E-07, 2.268599577E-21, 2.355284607E-07,-7.902349921E-07, 2.765394858E-10, 8.085499406E-01, 2.385800779E-01, 1.772023886E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.515173692E-04, 3.963833094E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000251412E+00, 1.047638535E+00, 4.001372844E-10, 1.687053125E+05, 2.584310059E+03,-9.591693115E+02,-2.224269562E+02, 5.108668750E+04, 3.019774902E+03,-6.364039307E+02,-1.593770313E+05,-6.137628418E+03, 6.288722534E+02,-6.213916250E+05,-6.899988125E+05, 4.128814063E+04, 3.259499073E+00
      2541, 5.574805290E-02,-2.176513895E-02,-1.251551602E-02,-2.482906982E+03,-4.053726563E+03, 6.686135938E+04, 9.884209375E+04, 6.437845313E+04, 6.437845313E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.609563351E+00, 1.609563351E+00, 1.655782813E+05,-5.227102813E+05, 6.934008301E+03,-1.592690469E+05,-4.267326953E+04, 2.117645416E+02, 5.025032425E+01,-1.087254400E+07,-1.087254200E+07,-1.503761600E+07, 5.363545532E+02, 1.890492249E+01, 2.047578000E+07, 8.498326875E+05, 4.975083200E+07, 1.235910458E-03, 1.253804425E-03, 6.906842804E+01, 2.321031647E+02, 2.681325073E+02, 4.006149597E+02, 1.789400085E-05, 2.942502441E+02,-2.940944214E+02,-9.098795891E+00,-2.708357811E+00, 4.804085388E+02, 0.000000000E+00, 0.000000000E+00, 7.497017188E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 5.574805290E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.943016648E+00, 1.943016648E+00, 5.984618887E-02, 8.246134939E-07, 2.973271631E-21, 2.355284181E-07,-7.902349921E-07, 2.778942354E-10, 7.952492237E-01, 2.504662573E-01, 1.890174001E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.527494507E-04, 4.023771286E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000252724E+00, 1.012419820E+00, 9.000779566E-10, 1.656623125E+05, 5.711208496E+03,-1.294600342E+03, 1.207818375E+02, 4.137866406E+04, 1.355295898E+03, 4.328363953E+02,-1.591482656E+05,-6.501171875E+03, 5.280618896E+02,-8.694520000E+05,-7.187221250E+05, 3.272253438E+05, 3.572457552E+00
      2542, 5.711745098E-02,-2.176513895E-02,-1.251551602E-02,-2.261068359E+03,-3.691540527E+03, 6.766262500E+04, 9.906392969E+04, 6.540155469E+04, 6.540155469E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.608158946E+00, 1.608158946E+00, 1.450101250E+05,-2.945995000E+05, 6.576771484E+03,-1.399507344E+05,-3.506428906E+04, 2.015885773E+02, 5.039294052E+01,-1.570660640E+08,-1.570660640E+08, 6.647691600E+07, 5.168262939E+02, 1.853554726E+01, 1.811593400E+07, 7.736246875E+05, 4.531935600E+07, 1.352248131E-03, 1.370142098E-03, 7.556990814E+01, 2.485550690E+02, 2.902729187E+02, 4.298319397E+02, 1.789399903E-05, 2.877001648E+02,-2.874780579E+02,-1.081251240E+01,-3.219239235E+00, 4.697145691E+02, 0.000000000E+00, 0.000000000E+00, 1.252678438E+05, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 5.711745098E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.934868693E+00, 1.934868693E+00, 6.112384424E-02, 8.246134939E-07,-7.797848396E-22, 2.355284465E-07,-7.902348784E-07, 3.052822717E-10, 7.596272230E-01, 2.542693913E-01, 2.236358970E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.776595356E-04, 4.106549263E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000277519E+00, 1.060935020E+00,-4.415409982E-10, 1.461897969E+05, 3.763367920E+03,-5.857560425E+02,-5.806735229E+02, 3.447853125E+04, 5.760332031E+02, 1.378123047E+03,-1.405314063E+05,-5.198648438E+03,-4.434251785E+01,-5.364815625E+05,-1.023062344E+05,-9.392339063E+04, 1.809747577E+00
      2543, 5.848684534E-02,-2.176513895E-02,-1.251551602E-02,-2.065260498E+03,-3.371854004E+03, 6.689350781E+04, 9.925974219E+04, 6.482824609E+04, 6.482824609E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.611912608E+00, 1.611912608E+00, 1.338223281E+05, 6.487132813E+04, 5.340492676E+03,-1.278177266E+05,-3.729412891E+04, 2.014854279E+02, 5.048385620E+01,-1.193040320E+08,-1.193042000E+08, 6.747515200E+07, 4.867498779E+02, 1.800727081E+01, 1.502160100E+07, 6.786118125E+05, 3.857341600E+07, 1.381978975E-03, 1.399873057E-03, 7.723141479E+01, 2.657395325E+02, 3.133341980E+02, 4.609470215E+02, 1.789399903E-05, 2.746479492E+02,-2.744142151E+02,-1.083496571E+01,-3.228259087E+00, 4.484047852E+02, 0.000000000E+00, 0.000000000E+00, 1.762439219E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 5.848684534E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.927054882E+00, 1.927054882E+00, 6.240538508E-02, 8.246136076E-07,-1.640232714E-21, 2.355284749E-07,-7.902349921E-07, 3.372758461E-10, 8.009672761E-01, 2.202889323E-01, 1.821232140E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.067583311E-04, 3.970894337E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000306726E+00, 1.086093307E+00,-2.236515639E-09, 1.347142813E+05, 3.585002930E+03,-6.287533569E+02,-5.124324341E+02, 3.666537500E+04, 1.258932617E+03, 4.484859924E+02,-1.283301641E+05,-4.892006836E+03,-6.970948486E+02,-2.259765625E+05,-2.618748125E+05,-3.414543359E+04, 2.806932211E+00
      2544, 5.985624343E-02,-2.176513895E-02,-1.251551602E-02,-1.897397827E+03,-3.097792969E+03, 6.696435938E+04, 9.942760156E+04, 6.506696484E+04, 6.506696484E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.618655682E+00, 1.618655682E+00, 1.418062969E+05, 2.537342969E+05, 5.677203613E+03,-1.355235313E+05,-3.741462109E+04, 2.082654266E+02, 5.056311417E+01,-2.127817600E+08,-2.127816960E+08, 9.726108000E+07, 4.936472778E+02, 1.808781624E+01, 1.609737800E+07, 7.163298750E+05, 4.120248000E+07, 1.325350138E-03, 1.343243872E-03, 7.406671906E+01, 2.560075378E+02, 3.017163696E+02, 4.425757446E+02, 1.789400085E-05, 2.783723755E+02,-2.780905457E+02,-1.191442871E+01,-3.535608292E+00, 4.544854736E+02, 0.000000000E+00, 0.000000000E+00, 1.818196094E+05, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 5.985624343E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.919556022E+00, 1.919556022E+00, 6.369058788E-02, 8.246135508E-07, 3.322649569E-22, 2.355284465E-07,-7.902349353E-07, 3.229244649E-10, 8.334989548E-01, 2.202135026E-01, 1.554194242E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.937054669E-04, 3.896400452E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000293732E+00, 1.107760191E+00,-2.261898668E-09, 1.431781406E+05, 3.928929932E+03,-1.624143066E+02,-4.014207764E+02, 3.725220703E+04, 1.681023682E+03, 5.448533325E+02,-1.359249531E+05,-5.132350586E+03,-2.330557098E+02,-2.841865625E+05,-9.373932031E+04, 6.796907031E+04, 1.947342873E+00
      2545, 6.122563779E-02,-2.176513895E-02,-1.251551602E-02,-2.026717163E+03,-3.308926025E+03, 6.671389063E+04, 9.929828125E+04, 6.468717188E+04, 6.468717188E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.623181105E+00, 1.623181105E+00, 1.514517344E+05, 3.165119375E+05, 6.090761230E+03,-1.440972813E+05,-4.336271484E+04, 2.261857300E+02, 5.077703094E+01,-1.363465600E+08,-1.363463840E+08, 4.962349600E+07, 4.801641235E+02, 1.785319328E+01, 1.593702900E+07, 7.333536875E+05, 4.248621600E+07, 1.229998423E-03, 1.247892273E-03, 6.873802948E+01, 2.434028473E+02, 2.884768677E+02, 4.197072449E+02, 1.789400085E-05, 2.767212524E+02,-2.764335022E+02,-1.203690052E+01,-3.574276447E+00, 4.517897949E+02, 0.000000000E+00, 0.000000000E+00, 1.288435156E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 6.122563779E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.912354112E+00, 1.912354112E+00, 6.497922540E-02, 8.246135508E-07,-2.520853717E-21, 2.355284323E-07,-7.902349353E-07, 3.090151190E-10, 8.156144619E-01, 2.427968681E-01, 1.759825796E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.810544102E-04, 3.939952135E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000281096E+00, 1.088611960E+00,-1.358587909E-09, 1.522910313E+05, 6.866604004E+03,-6.794744263E+02,-1.336045742E+00, 4.268324219E+04, 1.795432983E+03,-1.518831909E+03,-1.440986094E+05,-7.609593262E+03,-7.722550659E+02,-6.852616250E+05,-5.671432500E+05, 2.373048594E+05, 3.862081528E+00
      2546, 6.259503216E-02,-2.176513895E-02,-1.251551602E-02,-1.679316284E+03,-2.741741211E+03, 6.713876563E+04, 9.964567969E+04, 6.545944922E+04, 6.545944922E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.625178576E+00, 1.625178576E+00, 1.487355000E+05, 1.515148594E+05, 7.392630371E+03,-1.402914844E+05,-4.571696484E+04, 2.215160065E+02, 5.094019318E+01,-9.116135200E+07,-9.116126400E+07, 4.629063600E+07, 4.862142944E+02, 1.798476410E+01, 1.554871200E+07, 7.095490625E+05, 4.086245200E+07, 1.264106832E-03, 1.282000798E-03, 7.064416504E+01, 2.530860901E+02, 2.988618469E+02, 4.376035461E+02, 1.789400085E-05, 2.773290100E+02,-2.769471130E+02,-1.387900639E+01,-4.135245800E+00, 4.527820740E+02, 0.000000000E+00, 0.000000000E+00, 1.180598594E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 6.259503216E-02,-2.176513895E-02,-1.251551602E-02,-1.251551602E-02,-1.905432701E+00, 1.905432701E+00, 6.627110392E-02, 8.246134939E-07, 2.317026196E-21, 2.355284323E-07,-7.902349353E-07, 3.192584253E-10, 7.965499163E-01, 2.545311749E-01, 1.988985538E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.903707791E-04, 4.053070068E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000290394E+00, 1.036926866E+00,-8.699612142E-10, 1.494579063E+05, 4.086790039E+03,-1.787246826E+03,-4.894420471E+02, 4.392971875E+04, 1.681872559E+03, 3.563221741E+02,-1.407809375E+05,-7.036308594E+03,-5.610522461E+02,-3.914858438E+05,-8.583618125E+05, 4.524203906E+04, 4.715754509E+00
